tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,winner_overall_elo,loser_overall_elo,overall_elo_difference,winner_grass_elo,loser_grass_elo,grass_elo_difference,winner_grass_win_pct,loser_grass_win_pct,winner_recent_form,loser_recent_form,higher_overall_elo_won,higher_grass_elo_won,winner_grass_first_serve_in_pct,winner_grass_first_serve_won_pct,winner_grass_second_serve_won_pct,winner_grass_ace_rate,loser_grass_first_serve_in_pct,loser_grass_first_serve_won_pct,loser_grass_second_serve_won_pct,loser_grass_ace_rate
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,203.0,105138.0,,,Roberto Bautista Agut,R,183.0,ESP,36.2,104926.0,,,Fabio Fognini,R,178.0,ITA,37.1,7-6(6) 3-6 5-7 7-6(1) 6-4,5.0,R32,266.0,4.0,4.0,180.0,131.0,89.0,23.0,27.0,9.0,15.0,23.0,15.0,197.0,110.0,91.0,29.0,28.0,11.0,16.0,112.0,555.0,94.0,635.0,2024.0,,,,,,,,,,,,,0.684,0.7147,0.5967,0.0404,0.5781,0.7557,0.4953,0.0914
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,201.0,200005.0,16.0,,Ugo Humbert,L,188.0,FRA,26.0,206909.0,,,Brandon Nakashima,R,188.0,USA,22.9,7-6(9) 6-3 6-7(5) 7-6(6),5.0,R32,217.0,25.0,4.0,151.0,92.0,73.0,38.0,23.0,2.0,2.0,18.0,3.0,155.0,106.0,79.0,28.0,22.0,7.0,8.0,16.0,2300.0,65.0,825.0,2024.0,,,,,,,,,,,,,0.6082,0.7325,0.5301,0.0986,0.6634,0.747,0.5346,0.1017
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,200.0,207989.0,3.0,,Carlos Alcaraz,R,183.0,ESP,21.1,126207.0,29.0,,Frances Tiafoe,R,188.0,USA,26.4,5-7 6-2 4-6 7-6(2) 6-2,5.0,R32,230.0,16.0,5.0,163.0,106.0,75.0,35.0,25.0,7.0,10.0,9.0,6.0,151.0,91.0,70.0,30.0,25.0,3.0,8.0,3.0,8130.0,29.0,1355.0,2024.0,,,,,,,,,,,,,0.6391,0.7629,0.5529,0.0706,0.5917,0.7764,0.5326,0.1017
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,199.0,106421.0,5.0,,Daniil Medvedev,R,198.0,RUS,28.3,105526.0,,,Jan Lennard Struff,R,193.0,GER,34.1,6-1 6-3 4-6 7-6(3),5.0,R32,137.0,13.0,5.0,104.0,75.0,59.0,17.0,19.0,2.0,4.0,10.0,9.0,126.0,76.0,55.0,22.0,19.0,6.0,11.0,5.0,6445.0,41.0,1135.0,2024.0,,,,,,,,,,,,,0.6594,0.7567,0.5121,0.1217,0.5938,0.8233,0.5819,0.1829
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,198.0,105777.0,10.0,,Grigor Dimitrov,R,191.0,BUL,33.1,104792.0,,,Gael Monfils,R,193.0,FRA,37.8,6-3 6-4 6-3,5.0,R32,107.0,6.0,1.0,65.0,39.0,37.0,20.0,14.0,2.0,2.0,16.0,8.0,101.0,59.0,44.0,15.0,14.0,6.0,10.0,10.0,3750.0,33.0,1260.0,2024.0,,,,,,,,,,,,,0.5853,0.8277,0.5293,0.1412,0.5944,0.8153,0.5376,0.1561
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,197.0,210097.0,14.0,,Ben Shelton,L,193.0,USA,21.7,133430.0,,,Denis Shapovalov,L,185.0,CAN,25.2,6-7(4) 6-2 6-4 4-6 6-2,5.0,R32,185.0,7.0,4.0,137.0,90.0,73.0,29.0,24.0,3.0,4.0,6.0,13.0,154.0,94.0,69.0,31.0,24.0,11.0,16.0,14.0,2595.0,121.0,530.0,2024.0,,,,,,,,,,,,,0.6766,0.7698,0.5077,0.1396,0.5825,0.7914,0.5273,0.0885
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,196.0,206173.0,1.0,,Jannik Sinner,R,191.0,ITA,22.8,200175.0,,,Miomir Kecmanovic,R,183.0,SRB,24.8,6-1 6-4 6-2,5.0,R32,96.0,11.0,2.0,69.0,42.0,36.0,18.0,13.0,1.0,1.0,2.0,1.0,71.0,45.0,33.0,8.0,12.0,2.0,7.0,1.0,9890.0,52.0,925.0,2024.0,,,,,,,,,,,,,0.6163,0.8038,0.5889,0.1194,0.6385,0.7138,0.5053,0.0694
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,195.0,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,37.1,207985.0,,WC,Jacob Fearnley,R,183.0,GBR,22.9,6-3 6-4 5-7 7-5,5.0,R64,180.0,14.0,3.0,123.0,82.0,66.0,23.0,22.0,4.0,6.0,13.0,5.0,122.0,80.0,59.0,22.0,21.0,3.0,7.0,2.0,8360.0,277.0,206.0,2024.0,,,,,,,,,,,,,0.6585,0.7922,0.5938,0.1021,0.613,0.7687,0.5897,0.07
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,194.0,200615.0,,,Alexei Popyrin,R,196.0,AUS,24.9,144869.0,30.0,,Tomas Martin Etcheverry,R,196.0,ARG,24.9,3-6 6-4 4-6 6-4 6-3,5.0,R64,238.0,17.0,8.0,152.0,108.0,82.0,22.0,24.0,10.0,13.0,10.0,2.0,162.0,106.0,75.0,30.0,24.0,3.0,7.0,47.0,981.0,31.0,1290.0,2024.0,,,,,,,,,,,,,0.6706,0.7691,0.5008,0.126,0.6907,0.7407,0.5214,0.0791
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,193.0,111460.0,,Q,Quentin Halys,R,191.0,FRA,27.6,111575.0,21.0,,Karen Khachanov,R,198.0,RUS,28.1,4-6 6-3 3-6 6-3 6-4,5.0,R64,164.0,24.0,5.0,138.0,90.0,77.0,22.0,24.0,9.0,11.0,10.0,4.0,129.0,87.0,66.0,23.0,23.0,4.0,7.0,220.0,272.0,22.0,1780.0,2024.0,,,,,,,,,,,,,0.6034,0.833,0.5781,0.1877,0.6561,0.7911,0.5119,0.0839
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,192.0,208029.0,15.0,,Holger Rune,R,188.0,DEN,21.1,205734.0,,,Thiago Seyboth Wild,R,185.0,BRA,24.3,3-6 6-3 6-2 6-2,5.0,R64,130.0,16.0,4.0,95.0,60.0,49.0,21.0,17.0,6.0,7.0,7.0,6.0,112.0,70.0,46.0,23.0,16.0,8.0,13.0,15.0,2370.0,74.0,767.0,2024.0,,,,,,,,,,,,,0.6286,0.776,0.5492,0.0959,0.6316,0.6872,0.5463,0.0834
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,191.0,200282.0,9.0,,Alex De Minaur,R,183.0,AUS,25.3,144719.0,,,Jaume Munar,R,183.0,ESP,27.1,6-2 6-2 7-5,5.0,R64,125.0,8.0,0.0,81.0,45.0,32.0,20.0,14.0,3.0,6.0,3.0,9.0,88.0,41.0,26.0,15.0,14.0,9.0,17.0,9.0,3830.0,63.0,835.0,2024.0,,,,,,,,,,,,,0.563,0.7641,0.5454,0.0517,0.6138,0.6948,0.4674,0.0535
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,190.0,106298.0,,Q,Lucas Pouille,R,185.0,FRA,30.3,106423.0,,,Thanasi Kokkinakis,R,193.0,AUS,28.2,2-6 7-5 5-2 RET,5.0,R64,131.0,7.0,5.0,101.0,69.0,49.0,16.0,14.0,6.0,8.0,16.0,5.0,87.0,56.0,47.0,11.0,13.0,7.0,9.0,212.0,284.0,93.0,639.0,2024.0,,,,,,,,,,,,,0.632,0.7158,0.5132,0.0751,0.6347,0.8269,0.4447,0.1532
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,202.0,126205.0,12.0,,Tommy Paul,R,185.0,USA,27.1,122330.0,23.0,,Alexander Bublik,R,196.0,KAZ,27.0,6-3 6-4 6-2,5.0,R32,85.0,9.0,3.0,75.0,52.0,44.0,14.0,14.0,1.0,1.0,15.0,2.0,79.0,51.0,36.0,9.0,13.0,5.0,9.0,13.0,3100.0,23.0,1730.0,2024.0,,,,,,,,,,,,,0.6177,0.7615,0.5594,0.0888,0.6134,0.8313,0.4915,0.2051
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,159.0,111575.0,21.0,,Karen Khachanov,R,198.0,RUS,28.1,106234.0,,,Aslan Karatsev,R,185.0,RUS,30.8,6-3 6-7(4) 7-6(11) 2-0 RET,5.0,R128,173.0,15.0,4.0,118.0,86.0,72.0,16.0,18.0,5.0,5.0,4.0,5.0,127.0,81.0,61.0,22.0,17.0,4.0,6.0,22.0,1780.0,99.0,615.0,2024.0,,,,,,,,,,,,,0.6561,0.7911,0.5119,0.0839,0.5914,0.7431,0.4944,0.0719
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,158.0,111460.0,,Q,Quentin Halys,R,191.0,FRA,27.6,111153.0,,,Christopher Eubanks,R,201.0,USA,28.1,6-4 6-4 6-2,5.0,R128,79.0,17.0,3.0,64.0,42.0,40.0,16.0,14.0,0.0,0.0,9.0,4.0,80.0,50.0,32.0,15.0,14.0,2.0,6.0,220.0,272.0,62.0,835.0,2024.0,,,,,,,,,,,,,0.6034,0.833,0.5781,0.1877,0.7091,0.7599,0.5118,0.1487
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,157.0,205734.0,,,Thiago Seyboth Wild,R,185.0,BRA,24.3,206703.0,,WC,Paul Jubb,R,180.0,GBR,24.6,1-6 3-6 7-6(6) 6-4 7-5,5.0,R128,241.0,17.0,7.0,160.0,101.0,69.0,27.0,25.0,7.0,14.0,10.0,8.0,181.0,103.0,70.0,41.0,25.0,14.0,19.0,74.0,767.0,201.0,301.0,2024.0,,,,,,,,,,,,,0.6316,0.6872,0.5463,0.0834,0.5967,0.7971,0.5291,0.0661
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,125.0,202261.0,,Q,Otto Virtanen,R,193.0,FIN,23.0,126845.0,,,Max Purcell,R,185.0,AUS,26.2,6-3 6-2 6-2,5.0,R128,89.0,19.0,3.0,79.0,54.0,43.0,14.0,13.0,6.0,6.0,4.0,3.0,77.0,50.0,35.0,9.0,12.0,7.0,12.0,147.0,401.0,68.0,795.0,2024.0,,,,,,,,,,,,,0.6169,0.7518,0.586,0.1572,0.6306,0.7231,0.5084,0.0813
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,124.0,126205.0,12.0,,Tommy Paul,R,185.0,USA,27.1,124079.0,,,Pedro Martinez,R,185.0,ESP,27.1,6-2 6-1 4-6 6-3,5.0,R128,136.0,10.0,0.0,91.0,48.0,39.0,25.0,17.0,2.0,4.0,1.0,9.0,107.0,71.0,46.0,13.0,17.0,4.0,11.0,13.0,3100.0,49.0,975.0,2024.0,,,,,,,,,,,,,0.6177,0.7615,0.5594,0.0888,0.6945,0.633,0.3634,0.0333
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,123.0,200005.0,16.0,,Ugo Humbert,L,188.0,FRA,26.0,207686.0,,,Alexander Shevchenko,R,185.0,KAZ,23.5,6-1 4-6 7-6(2) 6-7(3) 6-1,5.0,R128,198.0,16.0,0.0,134.0,86.0,68.0,28.0,25.0,7.0,10.0,11.0,8.0,161.0,89.0,57.0,40.0,23.0,9.0,16.0,16.0,2300.0,57.0,860.0,2024.0,,,,,,,,,,,,,0.6082,0.7325,0.5301,0.0986,0.6497,0.673,0.3967,0.0623
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,122.0,122298.0,,,Botic Van De Zandschulp,R,191.0,NED,28.7,106281.0,,WC,Liam Broady,L,183.0,GBR,30.4,6-2 4-6 6-3 6-2,5.0,R128,148.0,9.0,11.0,104.0,59.0,51.0,20.0,18.0,5.0,8.0,2.0,9.0,110.0,61.0,38.0,22.0,17.0,13.0,20.0,97.0,618.0,156.0,384.0,2024.0,,,,,,,,,,,,,0.6057,0.7201,0.4252,0.0904,0.5476,0.6998,0.4822,0.05
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,121.0,111442.0,,,Jordan Thompson,R,183.0,AUS,30.1,200303.0,,,Pavel Kotov,R,191.0,RUS,25.6,5-7 5-7 6-4 6-4 6-4,5.0,R128,246.0,13.0,3.0,143.0,92.0,74.0,29.0,27.0,0.0,3.0,11.0,4.0,173.0,117.0,80.0,33.0,27.0,14.0,18.0,40.0,1206.0,53.0,893.0,2024.0,,,,,,,,,,,,,0.6074,0.7661,0.593,0.1108,0.6211,0.7439,0.4956,0.0596
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,120.0,206909.0,,,Brandon Nakashima,R,188.0,USA,22.9,202104.0,18.0,,Sebastian Baez,R,170.0,ARG,23.5,6-2 6-3 6-4,5.0,R128,115.0,14.0,0.0,80.0,56.0,42.0,16.0,14.0,2.0,2.0,0.0,2.0,87.0,64.0,38.0,12.0,13.0,7.0,11.0,65.0,825.0,18.0,2020.0,2024.0,,,,,,,,,,,,,0.6634,0.747,0.5346,0.1017,0.7342,0.615,0.5389,0.0207
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,119.0,126207.0,29.0,,Frances Tiafoe,R,188.0,USA,26.4,208286.0,,,Matteo Arnaldi,R,185.0,ITA,23.3,6-7(5) 2-6 6-1 6-3 6-3,5.0,R128,189.0,12.0,3.0,137.0,83.0,66.0,25.0,22.0,4.0,8.0,15.0,3.0,137.0,93.0,59.0,24.0,23.0,4.0,11.0,29.0,1355.0,35.0,1245.0,2024.0,,,,,,,,,,,,,0.5917,0.7764,0.5326,0.1017,0.5773,0.6845,0.5557,0.0942
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,118.0,106432.0,,,Borna Coric,R,188.0,CRO,27.6,200335.0,,Q,Felipe Meligeni Alves,R,185.0,BRA,26.3,6-3 7-6(2) 6-3,5.0,R128,132.0,13.0,2.0,103.0,62.0,50.0,26.0,15.0,6.0,6.0,5.0,3.0,88.0,57.0,43.0,13.0,15.0,2.0,4.0,89.0,664.0,145.0,403.0,2024.0,,,,,,,,,,,,,0.6202,0.7165,0.4549,0.0831,0.6477,0.7544,0.4194,0.0568
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,117.0,126846.0,,,Aleksandar Vukic,R,188.0,AUS,28.2,124116.0,,,Sebastian Ofner,R,191.0,AUT,28.1,6-7(9) 6-4 6-4 3-6 7-6(8),5.0,R128,229.0,16.0,5.0,195.0,118.0,85.0,37.0,27.0,16.0,22.0,24.0,9.0,180.0,100.0,76.0,38.0,26.0,9.0,16.0,69.0,789.0,45.0,1038.0,2024.0,,,,,,,,,,,,,0.6231,0.7618,0.5528,0.1113,0.56,0.7903,0.5266,0.1421
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,116.0,207989.0,3.0,,Carlos Alcaraz,R,183.0,ESP,21.1,210136.0,,Q,Mark Lajal,R,191.0,EST,21.1,7-6(3) 7-5 6-2,5.0,R128,142.0,4.0,4.0,89.0,56.0,47.0,18.0,16.0,2.0,4.0,7.0,2.0,102.0,69.0,40.0,19.0,16.0,5.0,10.0,3.0,8130.0,269.0,212.0,2024.0,,,,,,,,,,,,,0.6391,0.7629,0.5529,0.0706,0.6765,0.5797,0.5758,0.0686
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,115.0,106421.0,5.0,,Daniil Medvedev,R,198.0,RUS,28.3,206499.0,,,Aleksandar Kovacevic,R,183.0,USA,25.8,6-3 6-4 6-2,5.0,R128,106.0,16.0,4.0,81.0,53.0,42.0,17.0,14.0,3.0,3.0,9.0,4.0,84.0,53.0,38.0,11.0,13.0,4.0,8.0,5.0,6445.0,88.0,681.0,2024.0,,,,,,,,,,,,,0.6594,0.7567,0.5121,0.1217,0.6212,0.6767,0.4878,0.1023
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,114.0,124186.0,,,Alexandre Muller,R,183.0,FRA,27.4,200384.0,,Q,Hugo Gaston,L,173.0,FRA,23.7,6-4 7-6(2) 7-6(5),5.0,R128,139.0,6.0,1.0,111.0,82.0,51.0,16.0,17.0,7.0,12.0,2.0,2.0,109.0,62.0,39.0,21.0,17.0,4.0,10.0,102.0,601.0,71.0,783.0,2024.0,,,,,,,,,,,,,0.6809,0.6265,0.5526,0.0423,0.5688,0.629,0.4468,0.0183
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,126.0,209070.0,,,Arthur Cazaux,R,183.0,FRA,21.8,200267.0,,Q,Zizou Bergs,R,185.0,BEL,25.0,6-1 6-4 6-7(2) 6-7(4) 7-6(8),5.0,R128,274.0,22.0,10.0,198.0,108.0,89.0,47.0,26.0,7.0,7.0,13.0,4.0,160.0,107.0,88.0,29.0,27.0,9.0,12.0,98.0,616.0,82.0,722.0,2024.0,,,,,,,,,,,,,0.5391,0.7911,0.4423,0.094,0.6581,0.7561,0.5046,0.0318
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,113.0,105526.0,,,Jan Lennard Struff,R,193.0,GER,34.1,206681.0,,,Fabian Marozsan,R,193.0,HUN,24.7,6-4 6-7(4) 6-2 6-3,5.0,R128,125.0,23.0,9.0,124.0,68.0,56.0,30.0,20.0,4.0,6.0,10.0,4.0,118.0,69.0,46.0,24.0,19.0,8.0,14.0,41.0,1135.0,43.0,1047.0,2024.0,,,,,,,,,,,,,0.5938,0.8233,0.5819,0.1829,0.6112,0.7078,0.5072,0.1035
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,111.0,104792.0,,,Gael Monfils,R,193.0,FRA,37.8,105173.0,22.0,,Adrian Mannarino,L,180.0,FRA,36.0,6-4 3-6 7-5 6-4,5.0,R128,175.0,16.0,2.0,119.0,77.0,62.0,22.0,21.0,1.0,3.0,1.0,5.0,141.0,88.0,57.0,32.0,20.0,8.0,11.0,33.0,1260.0,24.0,1625.0,2024.0,,,,,,,,,,,,,0.5944,0.8153,0.5376,0.1561,0.6042,0.6893,0.5461,0.0511
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,110.0,104527.0,,,Stan Wawrinka,R,183.0,SUI,39.2,200277.0,,WC,Charles Broom,R,178.0,GBR,26.1,6-3 7-5 6-4,5.0,R128,109.0,11.0,1.0,98.0,56.0,43.0,22.0,16.0,4.0,6.0,6.0,2.0,93.0,62.0,39.0,17.0,15.0,7.0,12.0,95.0,633.0,248.0,242.0,2024.0,,,,,,,,,,,,,0.5543,0.774,0.5525,0.0657,0.6944,0.6145,0.4742,0.0434
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,109.0,209992.0,,,Juncheng Shang,L,180.0,CHN,19.4,106426.0,,Q,Cristian Garin,R,185.0,CHI,28.0,7-5 6-4 6-4,5.0,R128,123.0,13.0,2.0,95.0,63.0,55.0,19.0,16.0,5.0,5.0,14.0,2.0,92.0,58.0,45.0,16.0,16.0,6.0,9.0,91.0,658.0,106.0,570.0,2024.0,,,,,,,,,,,,,0.6541,0.7654,0.6046,0.1069,0.6304,0.7759,0.4706,0.1522
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,108.0,105777.0,10.0,,Grigor Dimitrov,R,191.0,BUL,33.1,105583.0,,,Dusan Lajovic,R,183.0,SRB,34.0,6-3 6-4 7-5,5.0,R128,104.0,16.0,2.0,84.0,48.0,44.0,21.0,16.0,3.0,4.0,3.0,0.0,82.0,58.0,38.0,10.0,15.0,0.0,4.0,10.0,3750.0,56.0,871.0,2024.0,,,,,,,,,,,,,0.5853,0.8277,0.5293,0.1412,0.6789,0.6401,0.4525,0.0467
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,107.0,210097.0,14.0,,Ben Shelton,L,193.0,USA,21.7,208233.0,,Q,Mattia Bellucci,L,175.0,ITA,23.0,4-6 6-3 3-6 6-3 6-4,5.0,R128,209.0,19.0,5.0,149.0,108.0,80.0,22.0,24.0,12.0,14.0,11.0,6.0,147.0,76.0,60.0,40.0,23.0,9.0,12.0,14.0,2595.0,148.0,401.0,2024.0,,,,,,,,,,,,,0.6766,0.7698,0.5077,0.1396,0.517,0.7895,0.5634,0.0748
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,106.0,144750.0,,Q,Lloyd Harris,R,193.0,RSA,27.3,210506.0,,,Alex Michelsen,R,193.0,USA,19.8,3-6 4-6 7-6(5) 6-2 7-6(9),5.0,R128,208.0,34.0,6.0,151.0,93.0,81.0,24.0,25.0,5.0,9.0,9.0,1.0,175.0,131.0,94.0,22.0,26.0,11.0,15.0,118.0,541.0,55.0,881.0,2024.0,,,,,,,,,,,,,0.6661,0.8031,0.5614,0.199,0.6954,0.731,0.5635,0.0529
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,105.0,127157.0,,,Daniel Altmaier,R,188.0,GER,25.8,209259.0,,WC,Arthur Fery,R,175.0,GBR,21.9,4-6 7-6(6) 1-6 6-3 6-1,5.0,R128,223.0,13.0,9.0,142.0,78.0,62.0,24.0,22.0,7.0,14.0,6.0,4.0,167.0,106.0,63.0,34.0,23.0,13.0,21.0,80.0,731.0,247.0,243.0,2024.0,,,,,,,,,,,,,0.6084,0.6978,0.478,0.0778,0.6243,0.5956,0.5223,0.0279
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,104.0,133430.0,,,Denis Shapovalov,L,185.0,CAN,25.2,111797.0,19.0,,Nicolas Jarry,R,201.0,CHI,28.7,6-1 7-5 6-4,5.0,R128,113.0,9.0,3.0,81.0,52.0,43.0,22.0,15.0,2.0,2.0,5.0,3.0,81.0,48.0,32.0,16.0,14.0,6.0,10.0,121.0,530.0,20.0,1825.0,2024.0,,,,,,,,,,,,,0.5825,0.7914,0.5273,0.0885,0.6774,0.7457,0.522,0.1113
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,103.0,134868.0,27.0,,Tallon Griekspoor,R,188.0,NED,27.9,123755.0,,LL,Daniel Elahi Galan,R,191.0,COL,28.0,7-6(3) 6-3 6-4,5.0,R128,121.0,14.0,9.0,97.0,54.0,45.0,28.0,16.0,0.0,0.0,10.0,2.0,88.0,59.0,45.0,18.0,15.0,7.0,9.0,27.0,1470.0,103.0,592.0,2024.0,,,,,,,,,,,,,0.6283,0.7564,0.5524,0.114,0.6394,0.7321,0.4994,0.093
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,102.0,200175.0,,,Miomir Kecmanovic,R,183.0,SRB,24.8,111576.0,,,Sumit Nagal,R,178.0,IND,26.8,6-2 3-6 6-3 6-4,5.0,R128,159.0,6.0,2.0,105.0,63.0,43.0,25.0,18.0,7.0,11.0,3.0,4.0,121.0,79.0,52.0,15.0,18.0,12.0,19.0,52.0,925.0,73.0,768.0,2024.0,,,,,,,,,,,,,0.6385,0.7138,0.5053,0.0694,0.6529,0.6582,0.3571,0.0248
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,101.0,126610.0,,,Matteo Berrettini,R,196.0,ITA,28.2,105916.0,,,Marton Fucsovics,R,188.0,HUN,32.3,7-6(3) 6-2 3-6 6-1,5.0,R128,176.0,11.0,0.0,111.0,73.0,59.0,22.0,18.0,9.0,10.0,13.0,4.0,121.0,75.0,49.0,25.0,18.0,9.0,13.0,59.0,845.0,70.0,785.0,2024.0,,,,,,,,,,,,,0.6675,0.7843,0.5388,0.1437,0.5888,0.7587,0.5334,0.0912
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,100.0,206173.0,1.0,,Jannik Sinner,R,191.0,ITA,22.8,105870.0,,,Yannick Hanfmann,R,193.0,GER,32.6,6-3 6-4 3-6 6-3,5.0,R128,178.0,16.0,3.0,126.0,73.0,58.0,26.0,19.0,9.0,11.0,12.0,3.0,114.0,78.0,53.0,17.0,18.0,1.0,5.0,1.0,9890.0,110.0,556.0,2024.0,,,,,,,,,,,,,0.6163,0.8038,0.5889,0.1194,0.7046,0.7147,0.5635,0.098
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,112.0,111190.0,32.0,,Zhizhen Zhang,R,193.0,CHN,27.7,126125.0,,Q,Maxime Janvier,R,196.0,FRA,27.7,7-6(4) 6-3 6-2,5.0,R128,117.0,14.0,1.0,97.0,58.0,46.0,22.0,15.0,4.0,5.0,6.0,0.0,87.0,64.0,41.0,12.0,14.0,3.0,7.0,38.0,1221.0,225.0,269.0,2024.0,,,,,,,,,,,,,0.6563,0.7197,0.4789,0.1139,0.7356,0.6406,0.5217,0.069
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,217.0,126203.0,13.0,,Taylor Fritz,R,196.0,USA,26.6,100644.0,4.0,,Alexander Zverev,R,198.0,GER,27.1,4-6 6-7(4) 6-4 7-6(3) 6-3,5.0,R16,209.0,15.0,0.0,145.0,96.0,80.0,34.0,27.0,1.0,2.0,19.0,3.0,153.0,115.0,92.0,18.0,26.0,2.0,4.0,12.0,3350.0,4.0,6905.0,2024.0,,,,,,,,,,,,,0.6391,0.8299,0.588,0.1689,0.7048,0.8268,0.5889,0.153
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,127.0,122330.0,23.0,,Alexander Bublik,R,196.0,KAZ,27.0,210150.0,,,Jakub Mensik,R,193.0,CZE,18.8,4-6 6-7(2) 6-4 6-4 6-2,5.0,R128,209.0,32.0,6.0,140.0,95.0,79.0,22.0,26.0,5.0,7.0,14.0,8.0,188.0,108.0,77.0,38.0,24.0,18.0,23.0,23.0,1730.0,78.0,738.0,2024.0,,,,,,,,,,,,,0.6134,0.8313,0.4915,0.2051,0.5652,0.7505,0.4576,0.1195
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,129.0,105138.0,,,Roberto Bautista Agut,R,183.0,ESP,36.2,109739.0,,,Maximilian Marterer,L,188.0,GER,29.0,6-3 6-1 6-4,5.0,R128,109.0,9.0,2.0,86.0,59.0,43.0,17.0,13.0,7.0,7.0,8.0,4.0,78.0,49.0,33.0,11.0,13.0,5.0,10.0,112.0,555.0,85.0,692.0,2024.0,,,,,,,,,,,,,0.684,0.7147,0.5967,0.0404,0.6398,0.6978,0.4862,0.0887
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,156.0,208029.0,15.0,,Holger Rune,R,188.0,DEN,21.1,126952.0,,,Soon Woo Kwon,R,180.0,KOR,26.5,6-1 6-4 6-4,5.0,R128,96.0,16.0,2.0,68.0,42.0,40.0,16.0,14.0,0.0,0.0,2.0,3.0,86.0,53.0,35.0,14.0,13.0,9.0,13.0,15.0,2370.0,367.0,135.0,2024.0,,,,,,,,,,,,,0.6286,0.776,0.5492,0.0959,0.6163,0.6604,0.4242,0.0233
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,155.0,200282.0,9.0,,Alex De Minaur,R,183.0,AUS,25.3,105902.0,,LL,James Duckworth,R,183.0,AUS,32.4,7-6(1) 7-6(3) 7-6(4),5.0,R128,184.0,16.0,7.0,124.0,63.0,51.0,30.0,17.0,4.0,7.0,9.0,4.0,173.0,100.0,64.0,34.0,19.0,16.0,19.0,9.0,3830.0,81.0,728.0,2024.0,,,,,,,,,,,,,0.563,0.7641,0.5454,0.0517,0.5829,0.7285,0.5309,0.0882
